"MJD","Year","Month","Day","YY.MMDD","X","timestamp","LOD[msec]","sigma_LOD[msec]"
39220,1966,4,5,66.0405,1555,1966-04-05,3.578,1.4
39221,1966,4,6,66.0406,1556,1966-04-06,3.47,1.4
39222,1966,4,7,66.0407,1557,1966-04-07,3.246,1.4
39223,1966,4,8,66.0408,1558,1966-04-08,2.967,1.4
39224,1966,4,9,66.0409,1559,1966-04-09,2.704,1.4
39225,1966,4,10,66.0410,1560,1966-04-10,2.507,1.4
39226,1966,4,11,66.0411,1561,1966-04-11,2.398,1.4
39227,1966,4,12,66.0412,1562,1966-04-12,2.378,1.4
39228,1966,4,13,66.0413,1563,1966-04-13,2.435,1.4
39229,1966,4,14,66.0414,1564,1966-04-14,2.55,1.4
39230,1966,4,15,66.0415,1565,1966-04-15,2.714,1.4
39231,1966,4,16,66.0416,1566,1966-04-16,2.873,1.4
39232,1966,4,17,66.0417,1567,1966-04-17,3.034,1.4
39233,1966,4,18,66.0418,1568,1966-04-18,3.154,1.4
39234,1966,4,19,66.0419,1569,1966-04-19,3.212,1.4
39235,1966,4,20,66.0420,1570,1966-04-20,3.204,1.4
39236,1966,4,21,66.0421,1571,1966-04-21,3.124,1.4
39237,1966,4,22,66.0422,1572,1966-04-22,2.991,1.4
39238,1966,4,23,66.0423,1573,1966-04-23,2.81,1.4
39239,1966,4,24,66.0424,1574,1966-04-24,2.62,1.4
39240,1966,4,25,66.0425,1575,1966-04-25,2.472,1.4
39241,1966,4,26,66.0426,1576,1966-04-26,2.417,1.4
39242,1966,4,27,66.0427,1577,1966-04-27,2.469,1.4
39243,1966,4,28,66.0428,1578,1966-04-28,2.64,1.4
39244,1966,4,29,66.0429,1579,1966-04-29,2.883,1.4
39245,1966,4,30,66.0430,1580,1966-04-30,3.161,1.4
39246,1966,5,1,66.0501,1581,1966-05-01,3.395,1.4
39247,1966,5,2,66.0502,1582,1966-05-02,3.506,1.4
39248,1966,5,3,66.0503,1583,1966-05-03,3.48,1.4
39249,1966,5,4,66.0504,1584,1966-05-04,3.314,1.4
39250,1966,5,5,66.0505,1585,1966-05-05,3.057,1.4
39251,1966,5,6,66.0506,1586,1966-05-06,2.768,1.4
39252,1966,5,7,66.0507,1587,1966-05-07,2.521,1.4
39253,1966,5,8,66.0508,1588,1966-05-08,2.353,1.4
39254,1966,5,9,66.0509,1589,1966-05-09,2.279,1.4
39255,1966,5,10,66.0510,1590,1966-05-10,2.291,1.4
39256,1966,5,11,66.0511,1591,1966-05-11,2.36,1.4
39257,1966,5,12,66.0512,1592,1966-05-12,2.475,1.4
39258,1966,5,13,66.0513,1593,1966-05-13,2.611,1.4
39259,1966,5,14,66.0514,1594,1966-05-14,2.735,1.4
39260,1966,5,15,66.0515,1595,1966-05-15,2.825,1.4
39261,1966,5,16,66.0516,1596,1966-05-16,2.892,1.4
39262,1966,5,17,66.0517,1597,1966-05-17,2.889,1.4
39263,1966,5,18,66.0518,1598,1966-05-18,2.819,1.4
39264,1966,5,19,66.0519,1599,1966-05-19,2.679,1.4
39265,1966,5,20,66.0520,1600,1966-05-20,2.477,1.4
39266,1966,5,21,66.0521,1601,1966-05-21,2.278,1.4
39267,1966,5,22,66.0522,1602,1966-05-22,2.098,1.4
39268,1966,5,23,66.0523,1603,1966-05-23,1.995,1.4
39269,1966,5,24,66.0524,1604,1966-05-24,2.009,1.4
39270,1966,5,25,66.0525,1605,1966-05-25,2.133,1.4
39271,1966,5,26,66.0526,1606,1966-05-26,2.339,1.4
39272,1966,5,27,66.0527,1607,1966-05-27,2.564,1.4
39273,1966,5,28,66.0528,1608,1966-05-28,2.769,1.4
39274,1966,5,29,66.0529,1609,1966-05-29,2.887,1.4
39275,1966,5,30,66.0530,1610,1966-05-30,2.881,1.4
39276,1966,5,31,66.0531,1611,1966-05-31,2.747,1.4
39277,1966,6,1,66.0601,1612,1966-06-01,2.514,1.4
39278,1966,6,2,66.0602,1613,1966-06-02,2.235,1.4
39279,1966,6,3,66.0603,1614,1966-06-03,1.971,1.4
39280,1966,6,4,66.0604,1615,1966-06-04,1.769,1.4
39281,1966,6,5,66.0605,1616,1966-06-05,1.664,1.4
39282,1966,6,6,66.0606,1617,1966-06-06,1.638,1.4
39283,1966,6,7,66.0607,1618,1966-06-07,1.708,1.4
39284,1966,6,8,66.0608,1619,1966-06-08,1.821,1.4
39285,1966,6,9,66.0609,1620,1966-06-09,1.973,1.4
39286,1966,6,10,66.0610,1621,1966-06-10,2.128,1.4
39287,1966,6,11,66.0611,1622,1966-06-11,2.263,1.4
39288,1966,6,12,66.0612,1623,1966-06-12,2.361,1.4
39289,1966,6,13,66.0613,1624,1966-06-13,2.406,1.4
39290,1966,6,14,66.0614,1625,1966-06-14,2.401,1.4
39291,1966,6,15,66.0615,1626,1966-06-15,2.312,1.4
39292,1966,6,16,66.0616,1627,1966-06-16,2.174,1.4
39293,1966,6,17,66.0617,1628,1966-06-17,1.992,1.4
39294,1966,6,18,66.0618,1629,1966-06-18,1.818,1.4
39295,1966,6,19,66.0619,1630,1966-06-19,1.695,1.4
39296,1966,6,20,66.0620,1631,1966-06-20,1.678,1.4
39297,1966,6,21,66.0621,1632,1966-06-21,1.782,1.4
39298,1966,6,22,66.0622,1633,1966-06-22,1.981,1.4
39299,1966,6,23,66.0623,1634,1966-06-23,2.211,1.4
39300,1966,6,24,66.0624,1635,1966-06-24,2.41,1.4
39301,1966,6,25,66.0625,1636,1966-06-25,2.531,1.4
39302,1966,6,26,66.0626,1637,1966-06-26,2.531,1.4
39303,1966,6,27,66.0627,1638,1966-06-27,2.411,1.4
39304,1966,6,28,66.0628,1639,1966-06-28,2.196,1.4
39305,1966,6,29,66.0629,1640,1966-06-29,1.943,1.4
39306,1966,6,30,66.0630,1641,1966-06-30,1.683,1.4
39307,1966,7,1,66.0701,1642,1966-07-01,1.481,1.4
39308,1966,7,2,66.0702,1643,1966-07-02,1.346,1.4
39309,1966,7,3,66.0703,1644,1966-07-03,1.287,1.4
39310,1966,7,4,66.0704,1645,1966-07-04,1.317,1.4
39311,1966,7,5,66.0705,1646,1966-07-05,1.407,1.4
39312,1966,7,6,66.0706,1647,1966-07-06,1.533,1.4
39313,1966,7,7,66.0707,1648,1966-07-07,1.659,1.4
39314,1966,7,8,66.0708,1649,1966-07-08,1.769,1.4
39315,1966,7,9,66.0709,1650,1966-07-09,1.843,1.4
39316,1966,7,10,66.0710,1651,1966-07-10,1.878,1.4
39317,1966,7,11,66.0711,1652,1966-07-11,1.857,1.4
39318,1966,7,12,66.0712,1653,1966-07-12,1.789,1.4
39319,1966,7,13,66.0713,1654,1966-07-13,1.667,1.4
39320,1966,7,14,66.0714,1655,1966-07-14,1.504,1.4
39321,1966,7,15,66.0715,1656,1966-07-15,1.331,1.4
39322,1966,7,16,66.0716,1657,1966-07-16,1.204,1.4
39323,1966,7,17,66.0717,1658,1966-07-17,1.168,1.4
39324,1966,7,18,66.0718,1659,1966-07-18,1.267,1.4
39325,1966,7,19,66.0719,1660,1966-07-19,1.477,1.4
39326,1966,7,20,66.0720,1661,1966-07-20,1.766,1.4
39327,1966,7,21,66.0721,1662,1966-07-21,2.045,1.4
39328,1966,7,22,66.0722,1663,1966-07-22,2.234,1.4
39329,1966,7,23,66.0723,1664,1966-07-23,2.286,1.4
39330,1966,7,24,66.0724,1665,1966-07-24,2.208,1.4
39331,1966,7,25,66.0725,1666,1966-07-25,2.014,1.4
39332,1966,7,26,66.0726,1667,1966-07-26,1.778,1.4
39333,1966,7,27,66.0727,1668,1966-07-27,1.546,1.4
39334,1966,7,28,66.0728,1669,1966-07-28,1.383,1.4
39335,1966,7,29,66.0729,1670,1966-07-29,1.283,1.4
39336,1966,7,30,66.0730,1671,1966-07-30,1.258,1.4
39337,1966,7,31,66.0731,1672,1966-07-31,1.312,1.4
39338,1966,8,1,66.0801,1673,1966-08-01,1.429,1.4
39339,1966,8,2,66.0802,1674,1966-08-02,1.589,1.4
39340,1966,8,3,66.0803,1675,1966-08-03,1.754,1.4
39341,1966,8,4,66.0804,1676,1966-08-04,1.919,1.4
39342,1966,8,5,66.0805,1677,1966-08-05,2.051,1.4
39343,1966,8,6,66.0806,1678,1966-08-06,2.124,1.4
39344,1966,8,7,66.0807,1679,1966-08-07,2.15,1.4
39345,1966,8,8,66.0808,1680,1966-08-08,2.12,1.4
39346,1966,8,9,66.0809,1681,1966-08-09,2.03,1.4
39347,1966,8,10,66.0810,1682,1966-08-10,1.913,1.4
39348,1966,8,11,66.0811,1683,1966-08-11,1.778,1.4
39349,1966,8,12,66.0812,1684,1966-08-12,1.661,1.4
39350,1966,8,13,66.0813,1685,1966-08-13,1.6,1.4
39351,1966,8,14,66.0814,1686,1966-08-14,1.661,1.4
39352,1966,8,15,66.0815,1687,1966-08-15,1.855,1.4
39353,1966,8,16,66.0816,1688,1966-08-16,2.155,1.4
39354,1966,8,17,66.0817,1689,1966-08-17,2.478,1.4
39355,1966,8,18,66.0818,1690,1966-08-18,2.74,1.4
39356,1966,8,19,66.0819,1691,1966-08-19,2.873,1.4
39357,1966,8,20,66.0820,1692,1966-08-20,2.837,1.4
39358,1966,8,21,66.0821,1693,1966-08-21,2.668,1.4
39359,1966,8,22,66.0822,1694,1966-08-22,2.417,1.4
39360,1966,8,23,66.0823,1695,1966-08-23,2.159,1.4
39361,1966,8,24,66.0824,1696,1966-08-24,1.941,1.4
39362,1966,8,25,66.0825,1697,1966-08-25,1.806,1.4
39363,1966,8,26,66.0826,1698,1966-08-26,1.761,1.4
39364,1966,8,27,66.0827,1699,1966-08-27,1.791,1.4
39365,1966,8,28,66.0828,1700,1966-08-28,1.888,1.4
39366,1966,8,29,66.0829,1701,1966-08-29,2.031,1.4
39367,1966,8,30,66.0830,1702,1966-08-30,2.185,1.4
39368,1966,8,31,66.0831,1703,1966-08-31,2.346,1.4
39369,1966,9,1,66.0901,1704,1966-09-01,2.469,1.4
39370,1966,9,2,66.0902,1705,1966-09-02,2.543,1.4
39371,1966,9,3,66.0903,1706,1966-09-03,2.558,1.4
39372,1966,9,4,66.0904,1707,1966-09-04,2.522,1.4
39373,1966,9,5,66.0905,1708,1966-09-05,2.424,1.4
39374,1966,9,6,66.0906,1709,1966-09-06,2.299,1.4
39375,1966,9,7,66.0907,1710,1966-09-07,2.157,1.4
39376,1966,9,8,66.0908,1711,1966-09-08,2.025,1.4
39377,1966,9,9,66.0909,1712,1966-09-09,1.941,1.4
39378,1966,9,10,66.0910,1713,1966-09-10,1.948,1.4
39379,1966,9,11,66.0911,1714,1966-09-11,2.077,1.4
39380,1966,9,12,66.0912,1715,1966-09-12,2.34,1.4
39381,1966,9,13,66.0913,1716,1966-09-13,2.672,1.4
39382,1966,9,14,66.0914,1717,1966-09-14,2.995,1.4
39383,1966,9,15,66.0915,1718,1966-09-15,3.225,1.4
39384,1966,9,16,66.0916,1719,1966-09-16,3.274,1.4
39385,1966,9,17,66.0917,1720,1966-09-17,3.154,1.4
39386,1966,9,18,66.0918,1721,1966-09-18,2.892,1.4
39387,1966,9,19,66.0919,1722,1966-09-19,2.593,1.4
39388,1966,9,20,66.0920,1723,1966-09-20,2.325,1.4
39389,1966,9,21,66.0921,1724,1966-09-21,2.131,1.4
39390,1966,9,22,66.0922,1725,1966-09-22,2.052,1.4
39391,1966,9,23,66.0923,1726,1966-09-23,2.068,1.4
39392,1966,9,24,66.0924,1727,1966-09-24,2.162,1.4
39393,1966,9,25,66.0925,1728,1966-09-25,2.308,1.4
39394,1966,9,26,66.0926,1729,1966-09-26,2.481,1.4
39395,1966,9,27,66.0927,1730,1966-09-27,2.666,1.4
39396,1966,9,28,66.0928,1731,1966-09-28,2.809,1.4
39397,1966,9,29,66.0929,1732,1966-09-29,2.919,1.4
39398,1966,9,30,66.0930,1733,1966-09-30,2.97,1.4
39399,1966,10,1,66.1001,1734,1966-10-01,2.957,1.4
39400,1966,10,2,66.1002,1735,1966-10-02,2.873,1.4
39401,1966,10,3,66.1003,1736,1966-10-03,2.745,1.4
39402,1966,10,4,66.1004,1737,1966-10-04,2.585,1.4
39403,1966,10,5,66.1005,1738,1966-10-05,2.433,1.4
39404,1966,10,6,66.1006,1739,1966-10-06,2.302,1.4
39405,1966,10,7,66.1007,1740,1966-10-07,2.246,1.4
39406,1966,10,8,66.1008,1741,1966-10-08,2.306,1.4
39407,1966,10,9,66.1009,1742,1966-10-09,2.484,1.4
39408,1966,10,10,66.1010,1743,1966-10-10,2.76,1.4
39409,1966,10,11,66.1011,1744,1966-10-11,3.074,1.4
39410,1966,10,12,66.1012,1745,1966-10-12,3.338,1.4
39411,1966,10,13,66.1013,1746,1966-10-13,3.479,1.4
39412,1966,10,14,66.1014,1747,1966-10-14,3.451,1.4
39413,1966,10,15,66.1015,1748,1966-10-15,3.247,1.4
39414,1966,10,16,66.1016,1749,1966-10-16,2.961,1.4
39415,1966,10,17,66.1017,1750,1966-10-17,2.661,1.4
39416,1966,10,18,66.1018,1751,1966-10-18,2.415,1.4
39417,1966,10,19,66.1019,1752,1966-10-19,2.274,1.4
39418,1966,10,20,66.1020,1753,1966-10-20,2.244,1.4
39419,1966,10,21,66.1021,1754,1966-10-21,2.305,1.4
39420,1966,10,22,66.1022,1755,1966-10-22,2.439,1.4
39421,1966,10,23,66.1023,1756,1966-10-23,2.597,1.4
39422,1966,10,24,66.1024,1757,1966-10-24,2.765,1.4
39423,1966,10,25,66.1025,1758,1966-10-25,2.906,1.4
39424,1966,10,26,66.1026,1759,1966-10-26,3.02,1.4
39425,1966,10,27,66.1027,1760,1966-10-27,3.071,1.4
39426,1966,10,28,66.1028,1761,1966-10-28,3.068,1.4
39427,1966,10,29,66.1029,1762,1966-10-29,2.991,1.4
39428,1966,10,30,66.1030,1763,1966-10-30,2.87,1.4
39429,1966,10,31,66.1031,1764,1966-10-31,2.716,1.4
39430,1966,11,1,66.1101,1765,1966-11-01,2.55,1.4
39431,1966,11,2,66.1102,1766,1966-11-02,2.429,1.4
39432,1966,11,3,66.1103,1767,1966-11-03,2.367,1.4
39433,1966,11,4,66.1104,1768,1966-11-04,2.413,1.4
39434,1966,11,5,66.1105,1769,1966-11-05,2.566,1.4
39435,1966,11,6,66.1106,1770,1966-11-06,2.814,1.4
39436,1966,11,7,66.1107,1771,1966-11-07,3.106,1.4
39437,1966,11,8,66.1108,1772,1966-11-08,3.387,1.4
39438,1966,11,9,66.1109,1773,1966-11-09,3.581,1.4
39439,1966,11,10,66.1110,1774,1966-11-10,3.62,1.4
39440,1966,11,11,66.1111,1775,1966-11-11,3.495,1.4
39441,1966,11,12,66.1112,1776,1966-11-12,3.239,1.4
39442,1966,11,13,66.1113,1777,1966-11-13,2.923,1.4
39443,1966,11,14,66.1114,1778,1966-11-14,2.63,1.4
39444,1966,11,15,66.1115,1779,1966-11-15,2.413,1.4
39445,1966,11,16,66.1116,1780,1966-11-16,2.307,1.4
39446,1966,11,17,66.1117,1781,1966-11-17,2.306,1.4
39447,1966,11,18,66.1118,1782,1966-11-18,2.393,1.4
39448,1966,11,19,66.1119,1783,1966-11-19,2.515,1.4
39449,1966,11,20,66.1120,1784,1966-11-20,2.661,1.4
39450,1966,11,21,66.1121,1785,1966-11-21,2.798,1.4
39451,1966,11,22,66.1122,1786,1966-11-22,2.892,1.4
39452,1966,11,23,66.1123,1787,1966-11-23,2.948,1.4
39453,1966,11,24,66.1124,1788,1966-11-24,2.936,1.4
39454,1966,11,25,66.1125,1789,1966-11-25,2.851,1.4
39455,1966,11,26,66.1126,1790,1966-11-26,2.719,1.4
39456,1966,11,27,66.1127,1791,1966-11-27,2.545,1.4
39457,1966,11,28,66.1128,1792,1966-11-28,2.354,1.4
39458,1966,11,29,66.1129,1793,1966-11-29,2.186,1.4
39459,1966,11,30,66.1130,1794,1966-11-30,2.08,1.4
39460,1966,12,1,66.1201,1795,1966-12-01,2.068,1.4
39461,1966,12,2,66.1202,1796,1966-12-02,2.175,1.4
39462,1966,12,3,66.1203,1797,1966-12-03,2.374,1.4
39463,1966,12,4,66.1204,1798,1966-12-04,2.638,1.4
39464,1966,12,5,66.1205,1799,1966-12-05,2.898,1.4
39465,1966,12,6,66.1206,1800,1966-12-06,3.094,1.4
39466,1966,12,7,66.1207,1801,1966-12-07,3.174,1.4
39467,1966,12,8,66.1208,1802,1966-12-08,3.124,1.4
39468,1966,12,9,66.1209,1803,1966-12-09,2.947,1.4
39469,1966,12,10,66.1210,1804,1966-12-10,2.701,1.4
39470,1966,12,11,66.1211,1805,1966-12-11,2.455,1.4
39471,1966,12,12,66.1212,1806,1966-12-12,2.235,1.4
39472,1966,12,13,66.1213,1807,1966-12-13,2.114,1.4
39473,1966,12,14,66.1214,1808,1966-12-14,2.1,1.4
39474,1966,12,15,66.1215,1809,1966-12-15,2.165,1.4
39475,1966,12,16,66.1216,1810,1966-12-16,2.288,1.4
39476,1966,12,17,66.1217,1811,1966-12-17,2.424,1.4
39477,1966,12,18,66.1218,1812,1966-12-18,2.555,1.4
39478,1966,12,19,66.1219,1813,1966-12-19,2.658,1.4
39479,1966,12,20,66.1220,1814,1966-12-20,2.704,1.4
39480,1966,12,21,66.1221,1815,1966-12-21,2.696,1.4
39481,1966,12,22,66.1222,1816,1966-12-22,2.629,1.4
39482,1966,12,23,66.1223,1817,1966-12-23,2.497,1.4
39483,1966,12,24,66.1224,1818,1966-12-24,2.33,1.4
39484,1966,12,25,66.1225,1819,1966-12-25,2.119,1.4
39485,1966,12,26,66.1226,1820,1966-12-26,1.923,1.4
39486,1966,12,27,66.1227,1821,1966-12-27,1.774,1.4
39487,1966,12,28,66.1228,1822,1966-12-28,1.724,1.4
39488,1966,12,29,66.1229,1823,1966-12-29,1.787,1.4
39489,1966,12,30,66.1230,1824,1966-12-30,1.956,1.4
39490,1966,12,31,66.1231,1825,1966-12-31,2.18,1.4
39491,1967,1,1,67.0101,1826,1967-01-01,2.424,1.4
39492,1967,1,2,67.0102,1827,1967-01-02,2.612,1.4
39493,1967,1,3,67.0103,1828,1967-01-03,2.695,1.4
39494,1967,1,4,67.0104,1829,1967-01-04,2.644,1.4
39495,1967,1,5,67.0105,1830,1967-01-05,2.484,1.4
39496,1967,1,6,67.0106,1831,1967-01-06,2.238,1.4
39497,1967,1,7,67.0107,1832,1967-01-07,1.993,1.4
39498,1967,1,8,67.0108,1833,1967-01-08,1.777,1.4
39499,1967,1,9,67.0109,1834,1967-01-09,1.665,1.4
39500,1967,1,10,67.0110,1835,1967-01-10,1.654,1.4
39501,1967,1,11,67.0111,1836,1967-01-11,1.728,1.4
39502,1967,1,12,67.0112,1837,1967-01-12,1.88,1.4
39503,1967,1,13,67.0113,1838,1967-01-13,2.057,1.4
39504,1967,1,14,67.0114,1839,1967-01-14,2.245,1.4
39505,1967,1,15,67.0115,1840,1967-01-15,2.408,1.4
39506,1967,1,16,67.0116,1841,1967-01-16,2.527,1.4
39507,1967,1,17,67.0117,1842,1967-01-17,2.579,1.4
39508,1967,1,18,67.0118,1843,1967-01-18,2.573,1.4
39509,1967,1,19,67.0119,1844,1967-01-19,2.512,1.4
39510,1967,1,20,67.0120,1845,1967-01-20,2.399,1.4
39511,1967,1,21,67.0121,1846,1967-01-21,2.268,1.4
39512,1967,1,22,67.0122,1847,1967-01-22,2.123,1.4
39513,1967,1,23,67.0123,1848,1967-01-23,2.009,1.4
39514,1967,1,24,67.0124,1849,1967-01-24,1.968,1.4
39515,1967,1,25,67.0125,1850,1967-01-25,2.026,1.4
39516,1967,1,26,67.0126,1851,1967-01-26,2.216,1.4
39517,1967,1,27,67.0127,1852,1967-01-27,2.479,1.4
39518,1967,1,28,67.0128,1853,1967-01-28,2.779,1.4
39519,1967,1,29,67.0129,1854,1967-01-29,3.001,1.4
39520,1967,1,30,67.0130,1855,1967-01-30,3.099,1.4
39521,1967,1,31,67.0131,1856,1967-01-31,3.052,1.4
39522,1967,2,1,67.0201,1857,1967-02-01,2.867,1.4
39523,1967,2,2,67.0202,1858,1967-02-02,2.606,1.4
39524,1967,2,3,67.0203,1859,1967-02-03,2.314,1.4
39525,1967,2,4,67.0204,1860,1967-02-04,2.061,1.4
39526,1967,2,5,67.0205,1861,1967-02-05,1.899,1.4
39527,1967,2,6,67.0206,1862,1967-02-06,1.846,1.4
39528,1967,2,7,67.0207,1863,1967-02-07,1.9,1.4
39529,1967,2,8,67.0208,1864,1967-02-08,2.028,1.4
39530,1967,2,9,67.0209,1865,1967-02-09,2.211,1.4
39531,1967,2,10,67.0210,1866,1967-02-10,2.395,1.4
39532,1967,2,11,67.0211,1867,1967-02-11,2.572,1.4
39533,1967,2,12,67.0212,1868,1967-02-12,2.706,1.4
39534,1967,2,13,67.0213,1869,1967-02-13,2.793,1.4
39535,1967,2,14,67.0214,1870,1967-02-14,2.818,1.4
39536,1967,2,15,67.0215,1871,1967-02-15,2.775,1.4
39537,1967,2,16,67.0216,1872,1967-02-16,2.686,1.4
39538,1967,2,17,67.0217,1873,1967-02-17,2.568,1.4
39539,1967,2,18,67.0218,1874,1967-02-18,2.444,1.4
39540,1967,2,19,67.0219,1875,1967-02-19,2.339,1.4
39541,1967,2,20,67.0220,1876,1967-02-20,2.28,1.4
39542,1967,2,21,67.0221,1877,1967-02-21,2.304,1.4
39543,1967,2,22,67.0222,1878,1967-02-22,2.452,1.4
39544,1967,2,23,67.0223,1879,1967-02-23,2.698,1.4
39545,1967,2,24,67.0224,1880,1967-02-24,3.023,1.4
39546,1967,2,25,67.0225,1881,1967-02-25,3.323,1.4
39547,1967,2,26,67.0226,1882,1967-02-26,3.523,1.4
39548,1967,2,27,67.0227,1883,1967-02-27,3.544,1.4
39549,1967,2,28,67.0228,1884,1967-02-28,3.38,1.4
39550,1967,3,1,67.0301,1885,1967-03-01,3.1,1.4
39551,1967,3,2,67.0302,1886,1967-03-02,2.772,1.4
39552,1967,3,3,67.0303,1887,1967-03-03,2.477,1.4
39553,1967,3,4,67.0304,1888,1967-03-04,2.267,1.4
39554,1967,3,5,67.0305,1889,1967-03-05,2.164,1.4
39555,1967,3,6,67.0306,1890,1967-03-06,2.165,1.4
39556,1967,3,7,67.0307,1891,1967-03-07,2.257,1.4
39557,1967,3,8,67.0308,1892,1967-03-08,2.391,1.4
39558,1967,3,9,67.0309,1893,1967-03-09,2.555,1.4
39559,1967,3,10,67.0310,1894,1967-03-10,2.72,1.4
39560,1967,3,11,67.0311,1895,1967-03-11,2.84,1.4
39561,1967,3,12,67.0312,1896,1967-03-12,2.916,1.4
39562,1967,3,13,67.0313,1897,1967-03-13,2.917,1.4
39563,1967,3,14,67.0314,1898,1967-03-14,2.855,1.4
39564,1967,3,15,67.0315,1899,1967-03-15,2.74,1.4
39565,1967,3,16,67.0316,1900,1967-03-16,2.581,1.4
39566,1967,3,17,67.0317,1901,1967-03-17,2.432,1.4
39567,1967,3,18,67.0318,1902,1967-03-18,2.287,1.4
39568,1967,3,19,67.0319,1903,1967-03-19,2.197,1.4
39569,1967,3,20,67.0320,1904,1967-03-20,2.172,1.4
39570,1967,3,21,67.0321,1905,1967-03-21,2.266,1.4
39571,1967,3,22,67.0322,1906,1967-03-22,2.481,1.4
39572,1967,3,23,67.0323,1907,1967-03-23,2.798,1.4
39573,1967,3,24,67.0324,1908,1967-03-24,3.151,1.4
39574,1967,3,25,67.0325,1909,1967-03-25,3.447,1.4
39575,1967,3,26,67.0326,1910,1967-03-26,3.606,1.4
39576,1967,3,27,67.0327,1911,1967-03-27,3.563,1.4
39577,1967,3,28,67.0328,1912,1967-03-28,3.346,1.4
39578,1967,3,29,67.0329,1913,1967-03-29,3.03,1.4
39579,1967,3,30,67.0330,1914,1967-03-30,2.72,1.4
39580,1967,3,31,67.0331,1915,1967-03-31,2.484,1.4
39581,1967,4,1,67.0401,1916,1967-04-01,2.355,1.4
39582,1967,4,2,67.0402,1917,1967-04-02,2.344,1.4
39583,1967,4,3,67.0403,1918,1967-04-03,2.426,1.4
39584,1967,4,4,67.0404,1919,1967-04-04,2.559,1.4
39585,1967,4,5,67.0405,1920,1967-04-05,2.729,1.4
39586,1967,4,6,67.0406,1921,1967-04-06,2.886,1.4
39587,1967,4,7,67.0407,1922,1967-04-07,3.035,1.4
39588,1967,4,8,67.0408,1923,1967-04-08,3.126,1.4
39589,1967,4,9,67.0409,1924,1967-04-09,3.166,1.4
39590,1967,4,10,67.0410,1925,1967-04-10,3.13,1.4
39591,1967,4,11,67.0411,1926,1967-04-11,3.025,1.4
39592,1967,4,12,67.0412,1927,1967-04-12,2.889,1.4
39593,1967,4,13,67.0413,1928,1967-04-13,2.734,1.4
39594,1967,4,14,67.0414,1929,1967-04-14,2.579,1.4
39595,1967,4,15,67.0415,1930,1967-04-15,2.452,1.4
39596,1967,4,16,67.0416,1931,1967-04-16,2.391,1.4
39597,1967,4,17,67.0417,1932,1967-04-17,2.431,1.4
39598,1967,4,18,67.0418,1933,1967-04-18,2.571,1.4
39599,1967,4,19,67.0419,1934,1967-04-19,2.825,1.4
39600,1967,4,20,67.0420,1935,1967-04-20,3.147,1.4
39601,1967,4,21,67.0421,1936,1967-04-21,3.454,1.4
39602,1967,4,22,67.0422,1937,1967-04-22,3.668,1.4
39603,1967,4,23,67.0423,1938,1967-04-23,3.716,1.4
39604,1967,4,24,67.0424,1939,1967-04-24,3.575,1.4
39605,1967,4,25,67.0425,1940,1967-04-25,3.287,1.4
39606,1967,4,26,67.0426,1941,1967-04-26,2.948,1.4
39607,1967,4,27,67.0427,1942,1967-04-27,2.635,1.4
39608,1967,4,28,67.0428,1943,1967-04-28,2.439,1.4
39609,1967,4,29,67.0429,1944,1967-04-29,2.362,1.4
39610,1967,4,30,67.0430,1945,1967-04-30,2.409,1.4
39611,1967,5,1,67.0501,1946,1967-05-01,2.53,1.4
39612,1967,5,2,67.0502,1947,1967-05-02,2.687,1.4
39613,1967,5,3,67.0503,1948,1967-05-03,2.845,1.4
39614,1967,5,4,67.0504,1949,1967-05-04,2.979,1.4
39615,1967,5,5,67.0505,1950,1967-05-05,3.069,1.4
39616,1967,5,6,67.0506,1951,1967-05-06,3.103,1.4
39617,1967,5,7,67.0507,1952,1967-05-07,3.064,1.4
39618,1967,5,8,67.0508,1953,1967-05-08,2.964,1.4
39619,1967,5,9,67.0509,1954,1967-05-09,2.807,1.4
39620,1967,5,10,67.0510,1955,1967-05-10,2.632,1.4
39621,1967,5,11,67.0511,1956,1967-05-11,2.448,1.4
39622,1967,5,12,67.0512,1957,1967-05-12,2.297,1.4
39623,1967,5,13,67.0513,1958,1967-05-13,2.206,1.4
39624,1967,5,14,67.0514,1959,1967-05-14,2.191,1.4
39625,1967,5,15,67.0515,1960,1967-05-15,2.274,1.4
39626,1967,5,16,67.0516,1961,1967-05-16,2.452,1.4
39627,1967,5,17,67.0517,1962,1967-05-17,2.709,1.4
39628,1967,5,18,67.0518,1963,1967-05-18,2.977,1.4
39629,1967,5,19,67.0519,1964,1967-05-19,3.204,1.4
39630,1967,5,20,67.0520,1965,1967-05-20,3.31,1.4
39631,1967,5,21,67.0521,1966,1967-05-21,3.242,1.4
39632,1967,5,22,67.0522,1967,1967-05-22,3.024,1.4
39633,1967,5,23,67.0523,1968,1967-05-23,2.693,1.4
39634,1967,5,24,67.0524,1969,1967-05-24,2.36,1.4
39635,1967,5,25,67.0525,1970,1967-05-25,2.099,1.4
39636,1967,5,26,67.0526,1971,1967-05-26,1.951,1.4
39637,1967,5,27,67.0527,1972,1967-05-27,1.94,1.4
39638,1967,5,28,67.0528,1973,1967-05-28,2.016,1.4
39639,1967,5,29,67.0529,1974,1967-05-29,2.142,1.4
39640,1967,5,30,67.0530,1975,1967-05-30,2.276,1.4
39641,1967,5,31,67.0531,1976,1967-05-31,2.379,1.4
